Betreiber: LfU;;;
Pegelkennziffer (PKZ): 6919300;;;
Messstellenname: Frankfurt (Oder), Simonsmühle;;;
Gewaessername: Klinge;;;
AEo [qkm]: 13,91;;;
Pegelnullpunkt: 34,27  DHHN92 ;;;
ETRS 89_3_Ost: 467257,439684;;;
ETRS 89_3_Nord: 5800668,919883;;;
Geografische Laenge:  14,519237;;;
Geografische Breite:  52,355329;;;
Parameter: W [cm];;;
Datum;Uhrzeit;Relativer Wert [cm];Qualität (rel. Wert)
07.04.1996;Tagesmittel;27;Gut
08.04.1996;Tagesmittel;27;Gut
09.04.1996;Tagesmittel;27;Gut
10.04.1996;Tagesmittel;28;Gut
11.04.1996;Tagesmittel;29;Gut
12.04.1996;Tagesmittel;28;Gut
13.04.1996;Tagesmittel;29;Gut
14.04.1996;Tagesmittel;29;Gut
15.04.1996;Tagesmittel;29;Gut
16.04.1996;Tagesmittel;29;Gut
17.04.1996;Tagesmittel;30;Gut
18.04.1996;Tagesmittel;30;Gut
19.04.1996;Tagesmittel;30;Gut
20.04.1996;Tagesmittel;28;Gut
21.04.1996;Tagesmittel;27;Gut
22.04.1996;Tagesmittel;26;Gut
23.04.1996;Tagesmittel;26;Gut
24.04.1996;Tagesmittel;27;Gut
25.04.1996;Tagesmittel;27;Gut
26.04.1996;Tagesmittel;26;Gut
27.04.1996;Tagesmittel;26;Gut
28.04.1996;Tagesmittel;26;Gut
29.04.1996;Tagesmittel;26;Gut
30.04.1996;Tagesmittel;26;Gut
01.05.1996;Tagesmittel;26;Gut
02.05.1996;Tagesmittel;27;Gut
03.05.1996;Tagesmittel;35;Gut
04.05.1996;Tagesmittel;38;Gut
05.05.1996;Tagesmittel;32;Gut
06.05.1996;Tagesmittel;31;Gut
07.05.1996;Tagesmittel;31;Gut
08.05.1996;Tagesmittel;30;Gut
09.05.1996;Tagesmittel;31;Gut
10.05.1996;Tagesmittel;36;Gut
11.05.1996;Tagesmittel;31;Gut
12.05.1996;Tagesmittel;29;Gut
13.05.1996;Tagesmittel;28;Gut
14.05.1996;Tagesmittel;27;Gut
15.05.1996;Tagesmittel;27;Gut
16.05.1996;Tagesmittel;28;Gut
17.05.1996;Tagesmittel;27;Gut
18.05.1996;Tagesmittel;32;Gut
19.05.1996;Tagesmittel;32;Gut
20.05.1996;Tagesmittel;32;Gut
21.05.1996;Tagesmittel;28;Gut
22.05.1996;Tagesmittel;27;Gut
23.05.1996;Tagesmittel;27;Gut
24.05.1996;Tagesmittel;27;Gut
25.05.1996;Tagesmittel;29;Gut
26.05.1996;Tagesmittel;29;Gut
27.05.1996;Tagesmittel;27;Gut
28.05.1996;Tagesmittel;28;Gut
29.05.1996;Tagesmittel;26;Gut
30.05.1996;Tagesmittel;25;Gut
31.05.1996;Tagesmittel;25;Gut
01.06.1996;Tagesmittel;25;Gut
02.06.1996;Tagesmittel;25;Gut
03.06.1996;Tagesmittel;26;Gut
04.06.1996;Tagesmittel;25;Gut
05.06.1996;Tagesmittel;25;Gut
06.06.1996;Tagesmittel;25;Gut
07.06.1996;Tagesmittel;25;Gut
